"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SVBI","Severn Bancorp Inc","7.5","91840687.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/svbi",
"SGBX","SG Blocks, Inc.","5.4","22989085.2","n/a","2017","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/sgbx",
"SGOC","SGOCO Group, Ltd","1.43","16631002.96","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"SEII","Sharing Economy International Inc.","6.92","17726984.76","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/seii",
"SMED","Sharps Compliance Corp","3.99","63873563.88","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","4.94","41671053.84","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/shsp",
"SHEN","Shenandoah Telecommunications Co","32.45","1598639287.85","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shen",
"PIXY","ShiftPixy, Inc.","3.37","96929368.88","n/a","2017","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/pixy",
"SHLO","Shiloh Industries, Inc.","7.65","178588936.35","n/a","1993","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/shlo",
"TYHT","Shineco, Inc.","2.34","49219728.48","n/a","2016","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/tyht",
"SHPG","Shire plc","147.55","10933367060.2","74099404","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/shpg",
"SCVL","Shoe Carnival, Inc.","25.27","428371227.9","n/a","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/scvl",
"SHBI","Shore Bancshares Inc","18.61","236127848.64","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shbi",
"SSTI","ShotSpotter, Inc.","17.07","166875108.03","n/a","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssti",
"SFLY","Shutterfly, Inc.","53.08","1742756743.52","n/a","2006","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/sfly",
"SIFI","SI Financial Group, Inc.","14.95","182859938.3","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sifi",
"SIEB","Siebert Financial Corp.","14.16","384545782.08","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sieb",
"SNNA","Sienna Biopharmaceuticals, Inc.","18.06","374567542.44","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snna",
"SIEN","Sientra, Inc.","11.65","225955070.25","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","27.71","421711285.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bsrr",
"SRRA","Sierra Oncology, Inc.","3.25","169963439.75","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/srra",
"SWIR","Sierra Wireless, Inc.","19.95","715251429.9","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","2.48","62241242","25097275","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sify",
"SIGM","Sigma Designs, Inc.","6.975","270218712.15","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/sigm",
"SGLB","Sigma Labs, Inc.","1.86","8776690.86","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sglb",
"SGLBW","Sigma Labs, Inc.","0.45","0","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sglbw",
"SGMA","SigmaTron International, Inc.","8.57","36084524.91","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","148.03","8137798703.49","n/a","2004","Finance","Major Banks","http://www.nasdaq.com/symbol/sbny",
"SBNYW","Signature Bank","110.0801","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbnyw",
"SLGN","Silgan Holdings Inc.","29.52","3258208480.32","n/a","1997","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","74.14","552011297.64","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/silc",
"SLAB","Silicon Laboratories, Inc.","95.1","4047944338.5","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","50.7","1810005869.1","35700313","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/simo",
"SPIL","Siliconware Precision Industries Company, Ltd.","8.39","300615092.74","35830166","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spil",
"SRUN","Silver Run Acquisition Corporation II","10.11","1307981250","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/srun",
"SRUNU","Silver Run Acquisition Corporation II","10.83","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/srunu",
"SRUNW","Silver Run Acquisition Corporation II","2.08","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/srunw",
"SAMG","Silvercrest Asset Management Group Inc.","16","211223024","n/a","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/samg",
"SSNT","SilverSun Technologies, Inc.","4.28","19220688.2","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ssnt",
"SFNC","Simmons First National Corporation","59.5","2735262421.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfnc",
"SLP","Simulations Plus, Inc.","16.3","281870227.6","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","113","8081156580","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sina",
"SBGI","Sinclair Broadcast Group, Inc.","39.05","3973018422.45","n/a","1995","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbgi",
"SINO","Sino-Global Shipping America, Ltd.","2.67","27862878.45","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SVA","Sinovac Biotech, Ltd.","8.05","459005051.05","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sva",
"SIRI","Sirius XM Holdings Inc.","5.48","25185093610.96","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/siri",
"SITO","SITO Mobile, Ltd.","6.91","152210695.27","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sito",
"SKYS","Sky Solar Holdings, Ltd.","1.51","21652302.23","14339273","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/skys",
"SKLN","Skyline Medical Inc.","0.948","5956057.428","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/skln",
"SKYW","SkyWest, Inc.","54.75","2838378353.25","n/a","1986","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/skyw",
"SWKS","Skyworks Solutions, Inc.","101.21","18540618403.9","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/swks",
"SNBR","Sleep Number Corporation","38.82","1545773580","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/snbr",
"SLM","SLM Corporation","11.71","5057427965.44","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slm",
"SLMBP","SLM Corporation","68.99","275960000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmbp",
"SGH","SMART Global Holdings, Inc.","34.63","753233424.59","n/a","2017","Technology","Semiconductors","http://www.nasdaq.com/symbol/sgh",
"SND","Smart Sand, Inc.","10.6","428166149.8","n/a","2016","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/snd",
"SMBK","SmartFinancial, Inc.","22.88","255170595.68","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smbk",
"SMSI","Smith Micro Software, Inc.","2.74","39138031.22","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","2.05","34491653.85","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx",
"LNCE","Snyder&#39;s-Lance, Inc.","50.02","4863821150.56","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/lnce",
"SRAX","Social Reality, Inc.","5.75","53621222.5","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/srax",
"SCKT","Socket Mobile, Inc.","3.5958","25210614.0624","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sckt",
"SODA","SodaStream International Ltd.","73.02","1584377810.22","n/a","2010","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/soda",
"SOHU","Sohu.com Inc.","44.51","1730610312.82","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sohu",
"SLRC","Solar Capital Ltd.","20.89","882828655.14","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/slrc",
"SUNS","Solar Senior Capital Ltd.","17.92","287339189.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/suns",
"SEDG","SolarEdge Technologies, Inc.","36.3","1561366346.1","n/a","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/sedg",
"SLNO","Soleno Therapeutics, Inc.","1.8704","18708219.6224","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/slno",
"SLNOW","Soleno Therapeutics, Inc.","0.1213","0","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/slnow",
"SNGX","Soligenix, Inc.","2.22","19382020.8","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sngx",
"SNGXW","Soligenix, Inc.","0.7","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sngxw",
"SONC","Sonic Corp.","26.34","1012985089.68","n/a","1991","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sonc",
"SOFO","Sonic Foundry, Inc.","2.65","11813898.75","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
"SNOA","Sonoma Pharmaceuticals, Inc.","5.32","23429609.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snoa",
"SNOAW","Sonoma Pharmaceuticals, Inc.","0.49","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snoaw",
"SPHS","Sophiris Bio, Inc.","2.29","68954540.37","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/sphs",
"SORL","SORL Auto Parts, Inc.","7.18","138609332.78","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sorl",
"SRNE","Sorrento Therapeutics, Inc.","4.95","409330246.05","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/srne",
"SOHO","Sotherly Hotels Inc.","6.24","86258384.16","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/soho",
"SOHOB","Sotherly Hotels Inc.","25.54","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sohob",
"SOHOO","Sotherly Hotels Inc.","25.33","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sohoo",
"SFBC","Sound Financial Bancorp, Inc.","34","85341530","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sfbc",
"SSB","South State Corporation","91.4","3358005198.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssb",
"SFST","Southern First Bancshares, Inc.","43","314721214","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfst",
"SMBC","Southern Missouri Bancorp, Inc.","37.98","326299966.74","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/smbc",
"SONA","Southern National Bancorp of Virginia, Inc.","16.73","400122258.69","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sona",
"SBSI","Southside Bancshares, Inc.","35.77","1250820991.49","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbsi",
"SP","SP Plus Corporation","38","855785536","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/sp",
"SGRP","SPAR Group, Inc.","1.98","40740418.62","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sgrp",
"SPKE","Spark Energy, Inc.","11.15","386132996.3","n/a","2014","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/spke",
"SPKEP","Spark Energy, Inc.","26.1669","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/spkep",
"ONCE","Spark Therapeutics, Inc.","52.66","1948706786.36","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/once",
"SPAR","Spartan Motors, Inc.","14.95","524792227.05","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/spar",
"SPTN","SpartanNash Company","25.29","935015076.99","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/sptn",
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","25.59","130509000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwfi",
"SPPI","Spectrum Pharmaceuticals, Inc.","19.42","1954860661.96","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sppi",
"SPRO","Spero Therapeutics, Inc.","12.25","56365202.25","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/spro",
"ANY","Sphere 3D Corp.","2.51","17841712.52","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/any",
"SPEX","Spherix Incorporated","1.396","8703917.608","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/spex",
"SPI","SPI Energy Co., Ltd.","0.6351","46049015.9667","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spi",
"SAVE","Spirit Airlines, Inc.","48.26","3347948412.04","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/save",
"SPLK","Splunk Inc.","89.64","12680331872.4","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/splk",
"SPOK","Spok Holdings, Inc.","15.65","312739317.95","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/spok",
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","5.36","228224217.2","n/a","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spwh",
"SBPH","Spring Bank Pharmaceuticals, Inc.","12.46","161369871.18","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbph",
"FUND","Sprott Focus Trust, Inc.","8.11","201740142.8","n/a","n/a","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/fund",
"SFM","Sprouts Farmers Market, Inc.","25.47","3389307417.9","n/a","2013","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfm",
"SPSC","SPS Commerce, Inc.","50.31","866555539.2","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spsc",
"SSNC","SS&C Technologies Holdings, Inc.","49.47","10183930956.21","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssnc",
"SSRM","SSR Mining Inc.","8.08","968309543.2","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ssrm",
"STAA","STAAR Surgical Company","16.2","666860542.2","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/staa",
"STAF","Staffing 360 Solutions, Inc.","3.5","13650000","n/a","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/staf",
"STMP","Stamps.com Inc.","192.8","3369906470.4","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/stmp",
"STLY","Stanley Furniture Company, Inc.","0.84","12669998.04","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/stly",
"SBLK","Star Bulk Carriers Corp.","11.89","754010045.31","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"SBLKL","Star Bulk Carriers Corp.","25.11","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl",
"SBLKZ","Star Bulk Carriers Corp.","25.334","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkz",
"SBUX","Starbucks Corporation","60.4","85937120000","n/a","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sbux",
"STFC","State Auto Financial Corporation","28.71","1213470411.12","n/a","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/stfc",
"STBZ","State Bank Financial Corporation.","31.36","1222782503.04","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz",
"STDY","SteadyMed Ltd.","3.475","92282280.7","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stdy",
"GASS","StealthGas, Inc.","4.45","177379505.35","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STLD","Steel Dynamics, Inc.","47.01","11139103365.84","n/a","1996","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/stld",
"SMRT","Stein Mart, Inc.","1.16","55624737.6","n/a","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/smrt",
"STLR","Stellar Acquisition III Inc.","10.25","92354314.25","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlr",
"STLRU","Stellar Acquisition III Inc.","10.45","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlru",
"STLRW","Stellar Acquisition III Inc.","0.37","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlrw",
"SBOT","Stellar Biotechnologies, Inc.","0.99","10414895.04","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbot",
"STML","Stemline Therapeutics, Inc.","14.1","356545388.7","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stml",
"SRCL","Stericycle, Inc.","71.6","6112697921.6","n/a","1996","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srcl",
"SRCLP","Stericycle, Inc.","55.99","0","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srclp",
"SBT","Sterling Bancorp, Inc.","13.61","720830621.88","n/a","2017","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sbt",
"STRL","Sterling Construction Company Inc","16.43","444450279.49","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/strl",
"SHOO","Steven Madden, Ltd.","48.2","2848777806.8","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/shoo",
"SSFN","Stewardship Financial Corp","11.95","103311753.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn",
"SFIX","Stitch Fix, Inc.","25.14","2436682206.54","n/a","2017","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/sfix",
"SYBT","Stock Yards Bancorp, Inc.","38.55","873952015.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sybt",
"BANX","StoneCastle Financial Corp","21.86","143014437.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banx",
"SSKN","Strata Skin Sciences, Inc.","1.4382","5862231.1998","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/sskn",
"SSYS","Stratasys, Ltd.","23.24","1236414480","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ssys",
"STRT","Strattec Security Corporation","45.85","168326904.2","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/strt",
"STRS","Stratus Properties Inc.","30.95","251731886.9","n/a","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/strs",
"STRA","Strayer Education, Inc.","93.38","999269371.66","n/a","1996","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/stra",
"STRM","Streamline Health Solutions, Inc.","1.66","33174673.38","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/strm",
"SBBP","Strongbridge Biopharma plc","8","318498752","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbbp",
"STB","Student Transportation Inc","6.21","589216449.96","n/a","n/a","Transportation","Other Transportation","http://www.nasdaq.com/symbol/stb",
"SCMP","Sucampo Pharmaceuticals, Inc.","18.05","851391515.25","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scmp",
"SUMR","Summer Infant, Inc.","1.36","25314908.08","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sumr",
"SMMF","Summit Financial Group, Inc.","27.29","339169453.18","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smmf",
"SSBI","Summit State Bank","12.65","76424658.75","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/ssbi",
"SMMT","Summit Therapeutics plc","12.6801","80774443.3374","6370174","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/smmt",
"SNBC","Sun Bancorp, Inc.","25.9","494604814.9","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/snbc",
"SNHY","Sun Hydraulics Corporation","67.59","1829892457.8","n/a","1997","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/snhy",
"SNDE","Sundance Energy Australia Limited","8.34","9406260.66","1127849","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/snde",
"SNSS","Sunesis Pharmaceuticals, Inc.","4.25","145555368.5","n/a","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snss",
"STKL","SunOpta, Inc.","8.05","698212451.3","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/stkl",
"SPWR","SunPower Corporation","9.1","1270100440.7","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/spwr",
"RUN","Sunrun Inc.","6.36","679164048","n/a","2015","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/run",
"SUNW","Sunworks, Inc.","1.08","24252117.12","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/sunw",
"SMCI","Super Micro Computer, Inc.","21.5","1046899328","n/a","2007","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/smci",
"SPCB","SuperCom, Ltd.","3.66","54674320.74","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","1.305","14040835.605","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/scon",
"SGC","Superior Uniform Group, Inc.","25.78","383158627.18","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sgc",
"SUPN","Supernus Pharmaceuticals, Inc.","44.15","2263223127.8","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/supn",
"SPRT","support.com, Inc.","2.6","48655308","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/sprt",
"SGRY","Surgery Partners, Inc.","15.2","741293299.2","n/a","2015","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sgry",
"SRDX","Surmodics, Inc.","29","382682782","n/a","1998","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srdx",
"SBBX","Sussex Bancorp","27.25","216369905","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbbx",
"SIVB","SVB Financial Group","253.18","13352897768.22","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sivb",
"SYKE","Sykes Enterprises, Incorporated","31.89","1368002104.14","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","28.82","17867882998.02","n/a","1989","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/symc",
"SYNC","Synacor, Inc.","2.1","81240742.8","n/a","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","13.75","120016847.5","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/synl",
"SYNA","Synaptics Incorporated","49.76","1693404852.48","n/a","2002","Technology","Semiconductors","http://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","9.58","455192215.1","n/a","2006","Technology","EDP Services","http://www.nasdaq.com/symbol/sncr",
"SNDX","Syndax Pharmaceuticals, Inc.","9.19","224143447.51","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sndx",
"SYNH","Syneos Health, Inc.","40.95","4272926603.4","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/synh",
"SGYP","Synergy Pharmaceuticals, Inc.","2.39","537642308.99","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgyp",
"SYBX","Synlogic, Inc.","10.45","170181081.95","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/sybx",
"SNPS","Synopsys, Inc.","90.37","13439253634.94","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/snps",
"SYNT","Syntel, Inc.","23.5","1947066579.5","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/synt",
"SES","Synthesis Energy Systems, Inc.","2.72","29811200","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ses",
"SYPR","Sypris Solutions, Inc.","1.48","31704673.96","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sypr",
"SYRS","Syros Pharmaceuticals, Inc.","10.51","276375542.36","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syrs",
"TROW","T. Rowe Price Group, Inc.","115.35","27950462652.6","n/a","1986","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","5.2","186289792","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ttoo",
"TRHC","Tabula Rasa HealthCare, Inc.","32.95","588124517.05","n/a","2016","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","29.41","520609526.26","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tcmd",
"TAIT","Taitron Components Incorporated","1.64","9136189.08","n/a","1995","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tait",
"TTWO","Take-Two Interactive Software, Inc.","117.3","13378425932.1","n/a","1997","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","39.46","741902296.96","18801376","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tlnd",
